repository,pr,ga,v_old,v_new,update_type,statically_compatible,dynamically_compatible,err
brenoepics/at4j,60,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.5,minor,True,,NO_GITHUB
brenoepics/at4j,59,org.sonatype.central:central-publishing-maven-plugin,0.2.0,0.3.0,minor,True,,NO_GITHUB
brenoepics/at4j,58,org.mockito:mockito-core,5.9.0,5.10.0,minor,False,,
brenoepics/at4j,56,org.apache.maven.plugins:maven-surefire-plugin,2.22.2,3.2.5,major,False,,
brenoepics/at4j,55,org.sonatype.central:central-publishing-maven-plugin,0.1.2,0.2.0,minor,False,,
brenoepics/at4j,54,org.jacoco:jacoco-maven-plugin,0.8.7,0.8.11,patch,True,False,no_test
brenoepics/at4j,40,org.mockito:mockito-core,5.8.0,5.9.0,minor,True,False,no_maven
brenoepics/at4j,39,org.apache.maven.plugins:maven-jar-plugin,3.1.0,3.3.0,minor,True,,NO_GITHUB
brenoepics/at4j,38,org.apache.maven.plugins:maven-resources-plugin,3.2.0,3.3.1,minor,False,,
brenoepics/at4j,9,org.apache.maven.plugins:maven-compiler-plugin,3.8.1,3.12.1,minor,False,,
brenoepics/at4j,8,org.mockito:mockito-junit-jupiter,5.2.0,5.8.0,minor,True,False,no_maven
brenoepics/at4j,7,org.apache.logging.log4j:log4j-core,2.20.0,2.22.1,minor,False,,
brenoepics/at4j,6,org.apache.logging.log4j:log4j-api,2.20.0,2.22.1,minor,False,,
brenoepics/at4j,5,com.fasterxml.jackson.core:jackson-databind,2.16.0,2.16.1,patch,True,True,
HaHaWTH/AdvancedSensitiveWords,13,org.apache.maven.plugins:maven-enforcer-plugin,3.2.1,3.4.1,minor,True,,NO_GITHUB
HaHaWTH/AdvancedSensitiveWords,12,com.github.houbb:sensitive-word,0.15.0,0.16.1,minor,False,,
HaHaWTH/AdvancedSensitiveWords,9,net.md-5:bungeecord-api,1.20-R0.1-SNAPSHOT,1.20-R0.2,patch,False,,no_jar
HaHaWTH/AdvancedSensitiveWords,7,com.github.houbb:sensitive-word,0.13.4,0.14.0,minor,False,,
HaHaWTH/AdvancedSensitiveWords,6,com.github.houbb:sensitive-word,0.13.2,0.13.4,patch,True,,NO_TAG
HaHaWTH/AdvancedSensitiveWords,5,com.github.houbb:sensitive-word,0.13.1,0.13.2,patch,True,,NO_TAG
HaHaWTH/AdvancedSensitiveWords,4,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,True,True,
HaHaWTH/AdvancedSensitiveWords,2,com.github.houbb:sensitive-word,0.13.0,0.13.1,patch,True,,NO_TAG
SpringBootCourses/cqrs-banking-app,68,org.projectlombok:lombok,1.18.30,1.18.32,patch,False,,
SpringBootCourses/cqrs-banking-app,67,org.projectlombok:lombok,1.18.30,1.18.32,patch,False,,
SpringBootCourses/cqrs-banking-app,65,org.liquibase:liquibase-core,4.25.1,4.27.0,minor,False,,
SpringBootCourses/cqrs-banking-app,64,org.projectlombok:lombok,1.18.30,1.18.32,patch,False,,
SpringBootCourses/cqrs-banking-app,63,org.springframework.kafka:spring-kafka,3.1.1,3.1.3,patch,False,,
SpringBootCourses/cqrs-banking-app,58,org.liquibase:liquibase-core,4.25.1,4.27.0,minor,False,,
SpringBootCourses/cqrs-banking-app,31,org.postgresql:postgresql,42.7.1,42.7.2,patch,False,,
SpringBootCourses/cqrs-banking-app,30,org.springframework.boot:spring-boot-starter-parent,3.2.2,3.2.3,patch,False,,no_jar
SpringBootCourses/cqrs-banking-app,24,org.postgresql:postgresql,42.6.0,42.7.1,minor,True,False,no_maven
SpringBootCourses/cqrs-banking-app,23,org.liquibase:liquibase-core,4.25.1,4.26.0,minor,False,,
SpringBootCourses/cqrs-banking-app,22,org.apache.maven.plugins:maven-checkstyle-plugin,3.2.2,3.3.1,minor,False,,
Sstudios-Dev/Betterpvp-2.0,13,commons-io:commons-io,2.15.1,2.16.0,minor,False,,
Sstudios-Dev/Betterpvp-2.0,8,org.projectlombok:lombok,1.18.30,1.18.32,patch,False,,
Sstudios-Dev/Betterpvp-2.0,7,org.apache.commons:commons-lang3,3.12.0,3.14.0,minor,False,,
Sstudios-Dev/Betterpvp-2.0,6,org.projectlombok:lombok,1.18.24,1.18.30,patch,True,False,no_maven
Sstudios-Dev/Betterpvp-2.0,5,commons-io:commons-io,2.11.0,2.15.1,minor,False,,
Sstudios-Dev/Betterpvp-2.0,3,org.apache.maven.plugins:maven-compiler-plugin,3.8.1,3.12.1,minor,False,,
Sstudios-Dev/Betterpvp-2.0,2,org.apache.maven.plugins:maven-shade-plugin,3.2.4,3.5.1,minor,False,,
manusa/helm-java,90,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,True,,NO_GITHUB
manusa/helm-java,86,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
manusa/helm-java,82,org.apache.maven.plugins:maven-source-plugin,3.2.1,3.3.1,minor,False,,
manusa/helm-java,81,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,False,,
manusa/helm-java,79,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,True,,NO_GITHUB
manusa/helm-java,75,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,False,,
manusa/helm-java,74,org.testcontainers:k3s,1.19.6,1.19.7,patch,True,False,no_maven
manusa/helm-java,68,org.testcontainers:k3s,1.19.5,1.19.6,patch,True,False,no_maven
manusa/helm-java,48,org.testcontainers:k3s,1.19.4,1.19.5,patch,True,False,no_maven
manusa/helm-java,41,org.assertj:assertj-core,3.25.2,3.25.3,patch,True,False,
manusa/helm-java,26,org.testcontainers:k3s,1.19.3,1.19.4,patch,True,False,no_maven
manusa/helm-java,20,org.assertj:assertj-core,3.25.1,3.25.2,patch,True,False,
manusa/helm-java,12,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.5,patch,True,,NO_GITHUB
manusa/helm-java,3,org.assertj:assertj-core,3.24.2,3.25.1,minor,False,,
britka/playwrightium,47,com.fasterxml.jackson.core:jackson-databind,2.17.0,2.17.1,patch,True,True,
britka/playwrightium,46,org.testng:testng,7.10.1,7.10.2,patch,True,False,no_maven
britka/playwrightium,45,com.codeborne:selenide-testng,7.2.3,7.3.1,minor,True,False,no_maven
britka/playwrightium,44,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,True,,NO_GITHUB
britka/playwrightium,43,org.apache.commons:commons-text,1.11.0,1.12.0,minor,True,,NO_GITHUB
britka/playwrightium,41,org.testng:testng,7.10.0,7.10.1,patch,False,,
britka/playwrightium,40,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
britka/playwrightium,39,commons-io:commons-io,2.16.0,2.16.1,patch,True,,NO_GITHUB
britka/playwrightium,38,com.microsoft.playwright:playwright,1.42.0,1.43.0,minor,False,,
britka/playwrightium,37,org.slf4j:slf4j-api,2.0.12,2.0.13,patch,True,,NO_GITHUB
britka/playwrightium,36,org.slf4j:slf4j-simple,2.0.12,2.0.13,patch,True,,NO_GITHUB
britka/playwrightium,35,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
britka/playwrightium,34,org.testng:testng,7.9.0,7.10.0,minor,False,,
britka/playwrightium,33,commons-io:commons-io,2.15.1,2.16.0,minor,False,,
britka/playwrightium,32,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,False,,
britka/playwrightium,31,com.codeborne:selenide-testng,7.2.2,7.2.3,patch,True,False,no_maven
britka/playwrightium,29,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,True,,NO_GITHUB
britka/playwrightium,28,com.codeborne:selenide-testng,7.2.1,7.2.2,patch,True,False,no_maven
britka/playwrightium,27,org.projectlombok:lombok,1.18.30,1.18.32,patch,False,,
britka/playwrightium,26,com.fasterxml.jackson.core:jackson-databind,2.16.2,2.17.0,minor,False,,
britka/playwrightium,25,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,False,,
britka/playwrightium,24,com.codeborne:selenide-testng,7.2.0,7.2.1,patch,True,False,no_maven
britka/playwrightium,23,com.microsoft.playwright:playwright,1.41.2,1.42.0,minor,False,,
britka/playwrightium,21,com.fasterxml.jackson.core:jackson-databind,2.16.1,2.16.2,patch,True,True,
britka/playwrightium,20,com.codeborne:selenide,7.1.0,7.2.0,minor,True,False,no_maven
britka/playwrightium,18,com.codeborne:selenide,7.0.6,7.1.0,minor,True,False,no_maven
britka/playwrightium,17,org.slf4j:slf4j-api,2.0.11,2.0.12,patch,True,,NO_GITHUB
britka/playwrightium,16,org.slf4j:slf4j-simple,2.0.11,2.0.12,patch,True,,NO_GITHUB
britka/playwrightium,15,org.assertj:assertj-core,3.25.2,3.25.3,patch,True,False,
britka/playwrightium,14,org.junit.jupiter:junit-jupiter-params,5.10.1,5.10.2,patch,True,False,no_maven
britka/playwrightium,13,org.slf4j:slf4j-simple,2.0.9,2.0.11,patch,True,,NO_GITHUB
britka/playwrightium,12,com.microsoft.playwright:playwright,1.40.0,1.41.2,minor,False,,
britka/playwrightium,11,org.slf4j:slf4j-api,2.0.9,2.0.11,patch,False,,
britka/playwrightium,10,com.codeborne:selenide,7.0.4,7.0.6,patch,True,False,no_maven
britka/playwrightium,9,com.fasterxml.jackson.core:jackson-databind,2.16.0,2.16.1,patch,True,True,
britka/playwrightium,7,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.3,minor,False,,
britka/playwrightium,5,org.assertj:assertj-core,3.24.2,3.25.2,minor,False,,
SpringBootCourses/data-analyser-microservice,33,org.postgresql:postgresql,42.7.1,42.7.2,patch,False,,
SpringBootCourses/data-analyser-microservice,32,org.liquibase:liquibase-core,4.25.1,4.26.0,minor,False,,
SpringBootCourses/data-analyser-microservice,31,org.springframework.boot:spring-boot-starter-parent,3.2.1,3.2.2,patch,False,,no_jar
SpringBootCourses/data-analyser-microservice,30,org.springframework.boot:spring-boot-starter-parent,3.1.5,3.2.1,minor,False,,no_jar
SpringBootCourses/data-analyser-microservice,28,org.springframework.kafka:spring-kafka,3.0.12,3.1.1,minor,False,,
SpringBootCourses/data-analyser-microservice,27,org.postgresql:postgresql,42.6.0,42.7.1,minor,True,False,no_maven
SpringBootCourses/data-analyser-microservice,22,com.jcabi:jcabi-xml,0.27.2,0.29.0,minor,True,True,
SpringBootCourses/data-analyser-microservice,21,org.springframework.kafka:spring-kafka,3.0.4,3.0.12,patch,False,,
SpringBootCourses/data-analyser-microservice,20,org.springframework.boot:spring-boot-starter-parent,3.1.3,3.1.5,patch,False,,no_jar
SpringBootCourses/data-analyser-microservice,19,org.projectlombok:lombok,1.18.28,1.18.30,patch,True,False,no_maven
SpringBootCourses/data-analyser-microservice,18,io.projectreactor.kafka:reactor-kafka,1.3.17,1.3.22,patch,False,,
Swofty-Developments/Continued-Slime-World-Manager,5,org.mongodb:mongo-java-driver,3.11.0-rc0,3.12.14,minor,False,,
Swofty-Developments/Continued-Slime-World-Manager,3,org.yaml:snakeyaml,1.24,2.0,major,False,,
whereareiam/Socialismus,26,org.apache.maven.plugins:maven-shade-plugin,3.5.2,3.5.3,patch,True,,NO_GITHUB
whereareiam/Socialismus,23,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,True,True,
whereareiam/Socialismus,21,org.xerial:sqlite-jdbc,3.45.1.0,3.45.2.0,patch,True,True,
whereareiam/Socialismus,20,net.kyori:adventure-text-minimessage,4.15.0,4.16.0,minor,True,False,no_maven
whereareiam/Socialismus,19,org.apache.maven.plugins:maven-shade-plugin,3.5.1,3.5.2,patch,True,,NO_GITHUB
whereareiam/Socialismus,16,org.xerial:sqlite-jdbc,3.45.0.0,3.45.1.0,patch,True,True,
whereareiam/Socialismus,14,org.xerial:sqlite-jdbc,3.44.1.0,3.45.0.0,minor,True,False,
whereareiam/Socialismus,13,org.apache.maven.plugins:maven-javadoc-plugin,3.3.0,3.6.3,minor,False,,
whereareiam/Socialismus,12,net.kyori:adventure-text-serializer-plain,4.14.0,4.15.0,minor,True,False,no_maven
whereareiam/Socialismus,11,me.clip:placeholderapi,2.11.4,2.11.5,patch,False,,no_jar
whereareiam/Socialismus,10,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.1,minor,True,True,
whereareiam/Socialismus,9,net.kyori:adventure-platform-bukkit,4.3.0,4.3.2,patch,True,False,no_maven
whereareiam/Socialismus,8,net.kyori:adventure-text-minimessage,4.14.0,4.15.0,minor,False,,
whereareiam/Socialismus,7,org.xerial:sqlite-jdbc,3.43.2.1,3.44.1.0,minor,False,,
whereareiam/Socialismus,6,org.apache.maven.plugins:maven-shade-plugin,3.5.0,3.5.1,patch,True,,NO_GITHUB
dmlloyd/jdk-classfile-preview,37,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,True,,NO_GITHUB
dmlloyd/jdk-classfile-preview,36,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
dmlloyd/jdk-classfile-preview,35,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
dmlloyd/jdk-classfile-preview,34,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,False,,
dmlloyd/jdk-classfile-preview,33,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,True,True,
dmlloyd/jdk-classfile-preview,32,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,True,,NO_GITHUB
dmlloyd/jdk-classfile-preview,31,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,False,,
dmlloyd/jdk-classfile-preview,30,org.junit.jupiter:junit-jupiter,5.10.1,5.10.2,patch,True,False,no_maven
dmlloyd/jdk-classfile-preview,28,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
dmlloyd/jdk-classfile-preview,27,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,True,True,
dmlloyd/jdk-classfile-preview,26,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,True,True,
dmlloyd/jdk-classfile-preview,24,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
dmlloyd/jdk-classfile-preview,23,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,False,,
dmlloyd/jdk-classfile-preview,21,org.codehaus.mojo:versions-maven-plugin,2.16.1,2.16.2,patch,True,True,
dmlloyd/jdk-classfile-preview,20,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,False,,
dmlloyd/jdk-classfile-preview,19,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,True,,NO_GITHUB
dmlloyd/jdk-classfile-preview,18,org.junit.jupiter:junit-jupiter,5.10.0,5.10.1,patch,True,False,no_maven
dmlloyd/jdk-classfile-preview,17,org.apache.maven.plugins:maven-clean-plugin,3.3.1,3.3.2,patch,True,,NO_GITHUB
dmlloyd/jdk-classfile-preview,16,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,True,,NO_GITHUB
dmlloyd/jdk-classfile-preview,12,org.codehaus.mojo:versions-maven-plugin,2.16.0,2.16.1,patch,False,,
dmlloyd/jdk-classfile-preview,11,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,True,,NO_GITHUB
dmlloyd/jdk-classfile-preview,7,org.sonatype.plugins:nexus-staging-maven-plugin,1.6.8,1.6.13,patch,True,,NO_GITHUB
dmlloyd/jdk-classfile-preview,6,org.apache.maven.plugins:maven-javadoc-plugin,3.0.1,3.5.0,minor,False,,
dmlloyd/jdk-classfile-preview,5,org.junit.jupiter:junit-jupiter,5.9.3,5.10.0,minor,True,False,no_maven
dmlloyd/jdk-classfile-preview,4,org.apache.maven.plugins:maven-surefire-plugin,3.0.0-M8,3.1.2,minor,False,,
dmlloyd/jdk-classfile-preview,3,org.apache.maven.plugins:maven-clean-plugin,3.2.0,3.3.1,minor,False,,
dmlloyd/jdk-classfile-preview,2,org.apache.maven.plugins:maven-resources-plugin,3.3.0,3.3.1,patch,False,,
dmlloyd/jdk-classfile-preview,1,org.apache.maven.plugins:maven-compiler-plugin,3.10.1,3.11.0,minor,False,,
JDK-Plus/spring-boot-starter-milvus,30,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.3,minor,False,,
JDK-Plus/spring-boot-starter-milvus,29,com.azure:azure-core-http-netty,1.14.1,1.14.2,patch,True,,NO_TAG
JDK-Plus/spring-boot-starter-milvus,28,com.azure:azure-core,1.47.0,1.48.0,minor,False,,
JDK-Plus/spring-boot-starter-milvus,27,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
JDK-Plus/spring-boot-starter-milvus,21,com.azure:azure-core,1.45.1,1.47.0,minor,False,,
JDK-Plus/spring-boot-starter-milvus,20,com.azure:azure-core-http-netty,1.13.11,1.14.1,minor,True,,NO_TAG
JDK-Plus/spring-boot-starter-milvus,12,org.sonatype.plugins:nexus-staging-maven-plugin,1.6.7,1.6.13,patch,True,,NO_GITHUB
JDK-Plus/spring-boot-starter-milvus,10,com.azure:azure-core,1.43.0,1.45.1,minor,False,,
JDK-Plus/spring-boot-starter-milvus,9,kr.motd.maven:os-maven-plugin,1.6.2,1.7.1,minor,True,False,no_compile
std-uritemplate/std-uritemplate,176,org.apache.maven.plugins:maven-deploy-plugin,3.1.1,3.1.2,patch,True,,NO_GITHUB
std-uritemplate/std-uritemplate,169,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,True,,NO_GITHUB
std-uritemplate/std-uritemplate,159,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
std-uritemplate/std-uritemplate,151,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
std-uritemplate/std-uritemplate,149,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,False,,
std-uritemplate/std-uritemplate,142,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,True,,NO_GITHUB
std-uritemplate/std-uritemplate,141,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,True,True,
std-uritemplate/std-uritemplate,136,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,False,,
std-uritemplate/std-uritemplate,122,org.junit.jupiter:junit-jupiter,5.10.1,5.10.2,patch,True,False,no_maven
std-uritemplate/std-uritemplate,117,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,True,True,
std-uritemplate/std-uritemplate,115,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,True,True,
std-uritemplate/std-uritemplate,106,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,False,,
std-uritemplate/std-uritemplate,89,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,False,,
std-uritemplate/std-uritemplate,88,org.junit.jupiter:junit-jupiter,5.10.0,5.10.1,patch,True,False,no_maven
std-uritemplate/std-uritemplate,70,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,True,,NO_GITHUB
std-uritemplate/std-uritemplate,26,org.apache.maven.plugins:maven-javadoc-plugin,3.2.0,3.5.0,minor,False,,
std-uritemplate/std-uritemplate,25,org.apache.maven.plugins:maven-compiler-plugin,3.10.1,3.11.0,minor,False,,
std-uritemplate/std-uritemplate,23,org.apache.maven.plugins:maven-source-plugin,3.2.1,3.3.0,minor,False,,
std-uritemplate/std-uritemplate,22,org.apache.maven.plugins:maven-deploy-plugin,3.0.0,3.1.1,minor,False,,
std-uritemplate/std-uritemplate,21,org.junit.jupiter:junit-jupiter,RELEASE,5.10.0,major,False,,no_jar
bytemcnetzwerk/evelon,30,org.junit.jupiter:junit-jupiter-api,5.10.0,5.10.1,patch,True,False,no_maven
bytemcnetzwerk/evelon,20,com.fasterxml.jackson.core:jackson-databind,2.15.2,2.15.3,patch,True,True,
bytemcnetzwerk/evelon,19,org.mongodb:mongodb-driver-sync,4.10.2,4.11.0,minor,False,,
bytemcnetzwerk/evelon,17,de.undercouch:bson4jackson,2.13.1,2.15.0,minor,False,,
bytemcnetzwerk/evelon,16,org.apache.maven.plugins:maven-shade-plugin,3.5.0,3.5.1,patch,True,,NO_GITHUB
bytemcnetzwerk/evelon,15,org.projectlombok:lombok,1.18.28,1.18.30,patch,True,False,no_maven
bytemcnetzwerk/evelon,14,com.h2database:h2,2.2.222,2.2.224,patch,True,,NO_GITHUB
bytemcnetzwerk/evelon,7,org.mariadb.jdbc:mariadb-java-client,3.1.4,3.2.0,minor,False,,
bytemcnetzwerk/evelon,4,org.projectlombok:lombok,1.18.26,1.18.28,patch,True,False,no_maven
bytemcnetzwerk/evelon,3,org.junit.jupiter:junit-jupiter-api,5.9.3,5.10.0,minor,False,,
bytemcnetzwerk/evelon,2,org.mariadb.jdbc:mariadb-java-client,3.1.3,3.1.4,patch,False,,
Cosium/matrix-communication-client,60,com.fasterxml.jackson:jackson-bom,2.17.0,2.17.1,patch,False,,no_jar
Cosium/matrix-communication-client,59,ch.qos.logback:logback-classic,1.5.5,1.5.6,patch,True,False,no_test
Cosium/matrix-communication-client,58,ch.qos.logback:logback-classic,1.5.3,1.5.5,patch,True,False,no_test
Cosium/matrix-communication-client,57,org.slf4j:slf4j-api,2.0.12,2.0.13,patch,True,,NO_GITHUB
Cosium/matrix-communication-client,54,com.fasterxml.jackson:jackson-bom,2.16.2,2.17.0,minor,False,,no_jar
Cosium/matrix-communication-client,51,ch.qos.logback:logback-classic,1.5.2,1.5.3,patch,True,,NO_TAG
Cosium/matrix-communication-client,50,com.fasterxml.jackson:jackson-bom,2.16.1,2.16.2,patch,False,,no_jar
Cosium/matrix-communication-client,49,ch.qos.logback:logback-classic,1.5.0,1.5.2,patch,True,,
Cosium/matrix-communication-client,48,ch.qos.logback:logback-classic,1.4.14,1.5.0,minor,True,False,no_test
Cosium/matrix-communication-client,47,org.slf4j:slf4j-api,2.0.11,2.0.12,patch,True,,NO_GITHUB
Cosium/matrix-communication-client,45,org.assertj:assertj-core,3.25.2,3.25.3,patch,True,False,
Cosium/matrix-communication-client,43,org.assertj:assertj-core,3.25.1,3.25.2,patch,True,False,
Cosium/matrix-communication-client,41,org.slf4j:slf4j-api,2.0.10,2.0.11,patch,True,,NO_GITHUB
Cosium/matrix-communication-client,40,org.assertj:assertj-core,3.24.2,3.25.1,minor,False,,
Cosium/matrix-communication-client,38,org.slf4j:slf4j-api,2.0.9,2.0.10,patch,False,,
Cosium/matrix-communication-client,37,com.fasterxml.jackson:jackson-bom,2.16.0,2.16.1,patch,False,,no_jar
Cosium/matrix-communication-client,36,ch.qos.logback:logback-classic,1.4.11,1.4.14,patch,True,False,no_test
Cosium/matrix-communication-client,33,com.fasterxml.jackson:jackson-bom,2.15.3,2.16.0,minor,False,,no_jar
Cosium/matrix-communication-client,28,com.fasterxml.jackson:jackson-bom,2.15.2,2.15.3,patch,False,,no_jar
Cosium/matrix-communication-client,23,org.slf4j:slf4j-api,2.0.7,2.0.9,patch,True,,
Cosium/matrix-communication-client,21,ch.qos.logback:logback-classic,1.4.8,1.4.11,patch,False,,
hantsy/jakartaee10-starter-boilerplate,77,fish.payara.distributions:payara,6.2024.4,6.2024.5,patch,False,,no_jar
hantsy/jakartaee10-starter-boilerplate,76,org.codehaus.cargo:cargo-maven3-plugin,1.10.12,1.10.13,patch,True,,NO_GITHUB
hantsy/jakartaee10-starter-boilerplate,74,io.openliberty:openliberty-runtime,24.0.0.3,24.0.0.4,other,False,,no_jar
hantsy/jakartaee10-starter-boilerplate,73,org.wildfly.plugins:wildfly-maven-plugin,4.2.2.Final,5.0.0.Final,major,False,,
hantsy/jakartaee10-starter-boilerplate,72,fish.payara.distributions:payara,6.2024.3,6.2024.4,patch,False,,no_jar
hantsy/jakartaee10-starter-boilerplate,69,org.glassfish.main.distributions:glassfish,7.0.10,7.0.14,patch,False,,no_jar
hantsy/jakartaee10-starter-boilerplate,67,io.openliberty:openliberty-runtime,23.0.0.11,24.0.0.3,major,False,,no_jar
hantsy/jakartaee10-starter-boilerplate,64,fish.payara.distributions:payara,6.2023.4,6.2024.3,minor,False,,no_jar
hantsy/jakartaee10-starter-boilerplate,61,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,True,True,
hantsy/jakartaee10-starter-boilerplate,60,org.sonarsource.scanner.maven:sonar-maven-plugin,3.10.0.2594,3.11.0.3922,minor,False,,
hantsy/jakartaee10-starter-boilerplate,59,io.openliberty.tools:liberty-maven-plugin,3.10.1,3.10.2,patch,False,,
hantsy/jakartaee10-starter-boilerplate,58,io.openliberty.tools:liberty-maven-plugin,3.10,3.10.1,patch,False,,
hantsy/jakartaee10-starter-boilerplate,57,org.jboss.remoting:jboss-remoting,5.0.27.Final,5.0.28.Final,patch,True,,NO_TAG
hantsy/jakartaee10-starter-boilerplate,56,org.junit:junit-bom,5.10.1,5.10.2,patch,False,,no_jar
hantsy/jakartaee10-starter-boilerplate,55,org.codehaus.cargo:cargo-maven3-plugin,1.10.11,1.10.12,patch,True,,NO_GITHUB
hantsy/jakartaee10-starter-boilerplate,54,org.assertj:assertj-core,3.25.2,3.25.3,patch,True,False,
hantsy/jakartaee10-starter-boilerplate,52,org.wildfly.plugins:wildfly-maven-plugin,4.2.1.Final,4.2.2.Final,patch,True,,NO_GITHUB
hantsy/jakartaee10-starter-boilerplate,51,org.assertj:assertj-core,3.25.1,3.25.2,patch,True,False,
hantsy/jakartaee10-starter-boilerplate,49,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
hantsy/jakartaee10-starter-boilerplate,48,org.apache.maven.plugins:maven-surefire-report-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
hantsy/jakartaee10-starter-boilerplate,47,org.apache.maven.plugins:maven-failsafe-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
hantsy/jakartaee10-starter-boilerplate,46,org.assertj:assertj-core,3.25.0,3.25.1,patch,False,,
hantsy/jakartaee10-starter-boilerplate,45,org.apache.maven.plugins:maven-jxr-plugin,3.3.1,3.3.2,patch,False,,
hantsy/jakartaee10-starter-boilerplate,44,org.assertj:assertj-core,3.24.2,3.25.0,minor,False,,
hantsy/jakartaee10-starter-boilerplate,43,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,True,True,
hantsy/jakartaee10-starter-boilerplate,42,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,True,True,
hantsy/jakartaee10-starter-boilerplate,40,org.apache.maven.plugins:maven-failsafe-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
hantsy/jakartaee10-starter-boilerplate,39,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
hantsy/jakartaee10-starter-boilerplate,38,org.apache.maven.plugins:maven-surefire-report-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
hantsy/jakartaee10-starter-boilerplate,36,io.openliberty.tools:liberty-maven-plugin,3.8.2,3.10,minor,False,,
hantsy/jakartaee10-starter-boilerplate,35,org.codehaus.cargo:cargo-maven3-plugin,1.10.7,1.10.11,patch,False,,
hantsy/jakartaee10-starter-boilerplate,31,org.wildfly.plugins:wildfly-maven-plugin,4.2.0.Final,4.2.1.Final,patch,True,,NO_GITHUB
